Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","167","Czechia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","10536.518","X","International reliable sources",""
"OA","Annual population","167","Czechia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","10566.517","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","23732.731","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","24054.864","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","24188.331","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","24310.142","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","24428.341","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","24548.836","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","24673.395","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","53068.88","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","56578.037","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","58453.683","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","60411.195","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","62448.574","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","64563.854","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","66755.153","X","International reliable sources",""
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","5402.761","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","5444.286","X","International reliable sources",""
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","5469.921","X","International reliable sources",""
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","5497.729","X","International reliable sources",""
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","5526.388","X","International reliable sources",""
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","5554.844","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","5582.978","X","International reliable sources",""
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","771.603","X","International reliable sources",""
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","794.563","X","International reliable sources",""
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","805.451","X","International reliable sources",""
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","816.358","X","International reliable sources",""
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","827.823","X","International reliable sources",""
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","840.198","X","International reliable sources",""
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","853.674","X","International reliable sources",""
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","70.382","X","International reliable sources",""
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","70.718","X","International reliable sources",""
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","70.795","X","International reliable sources",""
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","70.827","X","International reliable sources",""
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","70.851","X","International reliable sources",""
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","70.878","X","International reliable sources",""
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","70.916","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","8974.444","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","9218.686","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","9338.861","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","9458.075","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","9576.737","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","9695.121","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","9813.211","X","International reliable sources",""
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","13596.388","X","International reliable sources",""
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","14059.384","X","International reliable sources",""
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","14296.557","X","International reliable sources",""
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","14535.739","X","International reliable sources",""
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","14774.424","X","International reliable sources",""
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","15011.117","X","International reliable sources",""
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","15243.884","X","International reliable sources",""
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","74172.073","X","International reliable sources",""
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","76873.663","X","International reliable sources",""
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","78232.126","X","International reliable sources",""
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","79636.079","X","International reliable sources",""
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","81134.798","X","International reliable sources",""
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","82761.235","X","International reliable sources",""
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","84529.252","X","International reliable sources",""
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","6023.797","X","International reliable sources",""
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","6079.399","X","International reliable sources",""
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","6105.81","X","International reliable sources",""
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","6131.764","X","International reliable sources",""
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","6157.686","X","International reliable sources",""
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","6183.875","X","International reliable sources",""
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","6210.568","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","716.949","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","784.496","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","821.687","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","860.84","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","901.599","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","943.639","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","986.853","X","International reliable sources",""
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","2719.803","X","International reliable sources",""
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","2918.205","X","International reliable sources",""
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","2996.536","X","International reliable sources",""
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","3062.779","X","International reliable sources",""
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","3119.92","X","International reliable sources",""
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","3170.435","X","International reliable sources",""
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","3213.972","X","International reliable sources",""
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","1363.565","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","1349.363","X","International reliable sources",""
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","1344.296","X","International reliable sources",""
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","1340.073","X","International reliable sources",""
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","1336.135","X","International reliable sources",""
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","1332.101","X","International reliable sources",""
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","1327.709","X","International reliable sources",""
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","1026.286","X","International reliable sources",""
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","1036.092","X","International reliable sources",""
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","1042.652","X","International reliable sources",""
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","1049.945","X","International reliable sources",""
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","1057.467","X","International reliable sources",""
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","1064.837","X","International reliable sources",""
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","1072.033","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","74239.505","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","78489.206","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","80674.348","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","82916.235","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","85233.913","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","87639.964","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","90139.929","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","2.949","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","2.934","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","2.937","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","2.932","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","2.917","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","2.901","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","2.873","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","47.6","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","47.792","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","47.825","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","47.82","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","47.808","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","47.814","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","47.823","X","International reliable sources",""
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","817.86","X","International reliable sources",""
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","827.87","X","International reliable sources",""
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","836.19","X","International reliable sources",""
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","845.361","X","International reliable sources",""
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","853.637","X","International reliable sources",""
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","859.818","X","International reliable sources",""
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","863.449","X","International reliable sources",""
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","5242.17","X","International reliable sources",""
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","5277.491","X","International reliable sources",""
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","5297.739","X","International reliable sources",""
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","5319.449","X","International reliable sources",""
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","5342.262","X","International reliable sources",""
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","5365.782","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","5390.038","X","International reliable sources",""
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","60697.981","X","International reliable sources",""
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","61508.926","X","International reliable sources",""
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","61869.227","X","International reliable sources",""
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","62209.207","X","International reliable sources",""
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","62542.9","X","International reliable sources",""
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","62879.53","X","International reliable sources",""
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","63222.227","X","International reliable sources",""
"OA","Annual population","69","French Guiana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","195.314","X","International reliable sources",""
"OA","Annual population","69","French Guiana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","209.89","X","International reliable sources",""
"OA","Annual population","69","French Guiana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","216.185","X","International reliable sources",""
"OA","Annual population","69","French Guiana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","221.996","X","International reliable sources",""
"OA","Annual population","69","French Guiana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","227.54","X","International reliable sources",""
"OA","Annual population","69","French Guiana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","233.002","X","International reliable sources",""
"OA","Annual population","69","French Guiana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","238.384","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","255.992","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","261.01","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","262.721","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","264.061","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","265.254","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","266.455","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","267.698","X","International reliable sources",""
"OA","Annual population","74","Gabon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","1353.795","X","International reliable sources",""
"OA","Annual population","74","Gabon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","1430.152","X","International reliable sources",""
"OA","Annual population","74","Gabon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","1472.575","X","International reliable sources",""
"OA","Annual population","74","Gabon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","1518.54","X","International reliable sources",""
"OA","Annual population","74","Gabon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","1568.928","X","International reliable sources",""
"OA","Annual population","74","Gabon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","1624.14","X","International reliable sources",""
"OA","Annual population","74","Gabon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","1684.635","X","International reliable sources",""
"OA","Annual population","75","Gambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","1496.527","X","International reliable sources",""
"OA","Annual population","75","Gambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","1591.445","X","International reliable sources",""
"OA","Annual population","75","Gambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","1639.848","X","International reliable sources",""
"OA","Annual population","75","Gambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","1689.285","X","International reliable sources",""
"OA","Annual population","75","Gambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","1740.279","X","International reliable sources",""
"OA","Annual population","75","Gambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","1793.196","X","International reliable sources",""
"OA","Annual population","75","Gambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","1848.147","X","International reliable sources",""
"OA","Annual population","73","Georgia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","4225.816","X","International reliable sources",""
"OA","Annual population","73","Georgia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","4189.72","X","International reliable sources",""
"OA","Annual population","73","Georgia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","4166.867","X","International reliable sources",""
"OA","Annual population","73","Georgia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","4142.655","X","International reliable sources",""
"OA","Annual population","73","Georgia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","4119.494","X","International reliable sources",""
"OA","Annual population","73","Georgia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","4099.099","X","International reliable sources",""
"OA","Annual population","73","Georgia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","4081.017","X","International reliable sources",""
"OA","Annual population","79","Germany","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","81646.474","X","International reliable sources",""
"OA","Annual population","79","Germany","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","81472.226","X","International reliable sources",""
"OA","Annual population","79","Germany","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","81277.83","X","International reliable sources",""
"OA","Annual population","79","Germany","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","81065.752","X","International reliable sources",""
"OA","Annual population","79","Germany","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","80899.961","X","International reliable sources",""
"OA","Annual population","79","Germany","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","80827.002","X","International reliable sources",""
"OA","Annual population","79","Germany","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","80855.632","X","International reliable sources",""
"OA","Annual population","81","Ghana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","21272.323","X","International reliable sources",""
"OA","Annual population","81","Ghana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","22379.055","X","International reliable sources",""
"OA","Annual population","81","Ghana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","22963.946","X","International reliable sources",""
"OA","Annual population","81","Ghana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","23563.825","X","International reliable sources",""
"OA","Annual population","81","Ghana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","24170.94","X","International reliable sources",""
"OA","Annual population","81","Ghana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","24779.619","X","International reliable sources",""
"OA","Annual population","81","Ghana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","25387.712","X","International reliable sources",""
"OA","Annual population","82","Gibraltar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","32.928","X","International reliable sources",""
"OA","Annual population","82","Gibraltar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","33.417","X","International reliable sources",""
"OA","Annual population","82","Gibraltar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","33.517","X","International reliable sources",""
"OA","Annual population","82","Gibraltar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","33.559","X","International reliable sources",""
